seg_stem,split_before
images__train__s1_auto_47ad41575ef5bdb4eb52d425,train
images__train__s1_auto_47ba3fe301ee6d5d6c6896da,train
images__train__s1_auto_480d8dddcfeb47eb63b024cd,train
images__train__s1_auto_48151acdbb92096fc48846d1,train
images__train__s1_auto_4865fdc94aea2db690e20f36,train
images__train__s1_auto_4913d84344fb4bcc1fe4d4a2,train
images__train__s1_auto_492a109fb523b0f7db6dc02a,train
images__train__s1_auto_49978a4ae8da3de8e0655276,train
images__train__s1_auto_49a75f6559d632f082feea05,train
images__train__s1_auto_49a84a86143beab927b8074c,train
images__train__s1_auto_4a0c4f7699e9873658694c33,train
images__train__s1_auto_4a171a703ac6abe0024c49ed,train
images__train__s1_auto_4a55798f80645b2f1fb6f372,train
images__train__s1_auto_4a603505a6644001d2fc2bb3,train
images__train__s1_auto_4a7407dc1372eda2ba380554,train
images__train__s1_auto_4a8cf856ad0d3a7ab6f2e425,train
images__train__s1_auto_4a9ffd587a52370be7e3c80d,train
images__train__s1_auto_4aa1f9643d1b4c981fae4705,train
images__train__s1_auto_4abee254838b366aa4b44a13,train
images__train__s1_auto_4adef6da00a507d22522853c,train
images__train__s1_auto_4ae83a6cd1be7fa9d2f059b6,train
images__train__s1_auto_4b620365a35d63729af6205d,train
images__train__s1_auto_4b6f68e8ffe0b5d367072c7f,train
images__train__s1_auto_4ba94f501fe0b8f211980c6d,train
images__train__s1_auto_4baf2f782f926da7a450d693,train
images__train__s1_auto_4be95977d5d422f4ee5bc2c5,train
images__train__s1_auto_4d2eddca63335e6d01188086,train
images__train__s1_auto_4d37cbb332ae4977248f9eb8,train
images__train__s1_auto_4d42396489dde5bf8147267d,train
images__train__s1_auto_4d61753344b313b53cb64efd,train
images__train__s1_auto_4d74e0d18140d76e2f79d583,train
images__train__s1_auto_4d893b311d16de922559693d,train
images__train__s1_auto_4d924d4006420a42e6e8147b,train
images__train__s1_auto_4da262406b23c722074a672d,train
images__train__s1_auto_4dc07b990cb1799f7aa5b5d2,train
images__train__s1_auto_4dd05ca10cae58a4f25f9c19,train
images__train__s1_auto_4e0d9ab4e0385a65d626af28,train
images__train__s1_auto_4e44a9660a3e8353e9224cd6,train
images__train__s1_auto_4e9f376381120267e6836ee9,train
images__train__s1_auto_4ec9455e84001aed03cdc07f,train
images__train__s1_auto_4edeb67863c678f64aa35c60,train
images__train__s1_auto_4ef330c21b42fb3220e2acc9,train
images__train__s1_auto_4ef50dca62b7733d9ca066ed,train
images__train__s1_auto_4f6be7d1e5ae1fc6a479e1d6,train
images__train__s1_auto_4f8b6cb1c1408c74a8c56419,train
images__train__s1_auto_4fe1753940ffa420df218d4a,train
images__train__s1_auto_4ff6b097e09a62c15b6e9f79,train
images__train__s1_auto_502301f5425fd2547aaac7bc,train
images__train__s1_auto_503d7d49f5ba8bd191135ecd,train
images__train__s1_auto_506892bf0b666a2159ba3e6d,train
images__train__s1_auto_50be119a7f32976fb1f9a452,train
images__train__s1_auto_50ca03f8fb5f14119c573377,train
images__train__s1_auto_50ea66453ee5c2116599ab57,train
images__train__s1_auto_50f1da4a5da521a29c14e893,train
images__train__s1_auto_511ba0cf121f82d215a04f19,train
images__train__s1_auto_514fa3e7db7c6cd0b4f20831,train
images__train__s1_auto_5172a577c02d7c8b6a7ab74f,train
images__train__s1_auto_5183aad7e5331690cf181ca4,train
images__train__s1_auto_51957f7a72d817691b39e6a5,train
images__train__s1_auto_52104b99c07698e781c3fc96,train
images__train__s1_auto_524f931b5dd79179a1f9a131,train
images__train__s1_auto_526a67e7515feee0bf1ef4fd,train
images__train__s1_auto_528f7584c1920cfb281d8bca,train
images__train__s1_auto_528f7bd5007a2f7d25ae7132,train
images__train__s1_auto_5292669ba3c07166f862e18e,train
images__train__s1_auto_52e911a8422b78c32df51fc3,train
images__train__s1_auto_52eed9b4d80bb0f2081c4a42,train
images__train__s1_auto_53283717987857882f0cdc78,train
images__train__s1_auto_53513ba9e14110cf616fd430,train
images__train__s1_auto_53527f570dba87172b02dd2c,train
images__train__s1_auto_537e9d7b571a95ad75b41554,train
images__train__s1_auto_53b9781ea123770471f8edcf,train
images__train__s1_auto_53fa240526ccec803e5f5763,train
images__train__s1_auto_543891707f81ad689d7cb35d,train
images__train__s1_auto_54414a8cd493bf7d3ac19c7e,train
images__train__s1_auto_545e7f06963b2f9ba53ca825,train
images__train__s1_auto_546858ed27f59dbf015cf861,train
images__train__s1_auto_546f8dc31c5e8eec8ed93d32,train
images__train__s1_auto_54947b3ed00742a2f350dd8c,train
images__train__s1_auto_54d6f3a345e22259c8a2f740,train
images__train__s1_auto_551e54068ebc2bee23e58e09,train
images__train__s1_auto_55845d548658d04e9e78a663,train
images__train__s1_auto_55a1ecc7667b2bc9fea92907,train
images__train__s1_auto_55d0df593b47745ca5d248ee,train
images__train__s1_auto_563036c29da71b2d070cc79d,train
images__train__s1_auto_56310acbad482e5de71094ab,train
images__train__s1_auto_5638da9ceca840797139ba61,train
images__train__s1_auto_56616b55fc39f0f4b074250e,train
images__train__s1_auto_5692818f784fb74df362650d,train
images__train__s1_auto_56a26510d479049632dfbd97,train
images__train__s1_auto_5701517cd00a53894bcc9514,train
images__train__s1_auto_5736f2eeca0e7b6023d630a0,train
images__train__s1_auto_5751b64902cf7a9b871af26e,train
images__train__s1_auto_575ebf9dbe4a95bcb72d3837,train
images__train__s1_auto_5777fc67ff9bf7bcd9d5364a,train
images__train__s1_auto_580ccfd5101b6848213f7c2c,train
images__train__s1_auto_5823793aa7df2687d36f2e02,train
images__train__s1_auto_589d47ff4944b897f8645a9a,train
images__train__s1_auto_58b5d9505371dcadd1630452,train
images__train__s1_auto_58b8161ab9489ee8fec24853,train
images__train__s1_auto_590eea415cfdcfc510156b24,train
images__train__s1_auto_591dbdb54e822a75f1d74dcd,train
images__train__s1_auto_5920d3bbda6da3921e73ef14,train
images__train__s1_auto_59249b820dad067eb8289cb0,train
images__train__s1_auto_598cb8390aa6518f0ef3b202,train
images__train__s1_auto_59c786a3b042cce785d90f82,train
images__train__s1_auto_59cc626dcbc69ecd93d8e065,train
images__train__s1_auto_5a13bcf8f95a239a08d11b4b,train
images__train__s1_auto_5a1f50877981111977d186a7,train
images__train__s1_auto_5a245e6b3b04a769b94a4294,train
images__train__s1_auto_5a29500372606c49aed2bc8c,train
images__train__s1_auto_5a34ba42c12d87492ca0b178,train
images__train__s1_auto_5a37673fe1203fe6299c0c2c,train
images__train__s1_auto_5a60528befde055c03009bf0,train
images__train__s1_auto_5a7729bbfa0078f9d83b6e9f,train
images__train__s1_auto_5a984739360cc81d8e2e4df2,train
images__train__s1_auto_5ab0694ff6dadafad83d263f,train
images__train__s1_auto_5afae848f8a1f27b564ddf82,train
images__train__s1_auto_5b0223727912b9f485c90c7e,train
images__train__s1_auto_5bace179bdf6645cf637c6e3,train
images__train__s1_auto_5bfe21d663958b01b145a493,train
images__train__s1_auto_5c0018c4b8b81863e9ca023a,train
images__train__s1_auto_5c601dc8925d1a112be1ac38,train
images__train__s1_auto_5c768472fce241ce0b3bda1b,train
images__train__s1_auto_5c7c7bc798f6bdb768f82620,train
images__train__s1_auto_5c7ce63f4861217a919e790b,train
images__train__s1_auto_5ccf3218040f0fb2b24e3fcd,train
images__train__s1_auto_5ce17bd1059a2bc48f7cb3f3,train
images__train__s1_auto_5cec6bf4d4181d7aa04e39e0,train
images__train__s1_auto_5ced2ca4c3deeefe13b32b71,train
images__train__s1_auto_5cfd5d777979515adfdbbdeb,train
images__train__s1_auto_5d3355816b95faea94862d7c,train
images__train__s1_auto_5d63af4aeee1cc3c37011b51,train
images__train__s1_auto_5d70d05fb5673729a11804db,train
images__train__s1_auto_5de2f726888bcb22185230da,train
images__train__s1_auto_5e35f556fa5125caad56f93c,train
images__train__s1_auto_5e3a8dd2f9ad27cee35322b3,train
images__train__s1_auto_5e67e4b2b4b500a06a29aeb7,train
images__train__s1_auto_5ea52194e54207891d92c8fc,train
images__train__s1_auto_5f1db53cfcadb088b91da7f5,train
images__train__s1_auto_5f1ee42f525810222f5afc0a,train
images__train__s1_auto_5f5d4c079a73c094ba408058,train
images__train__s1_auto_5f63c7ce93bb61f517a04b88,train
images__train__s1_auto_5fdbe730944f7186d1ab10c0,train
images__train__s1_auto_60026d1d2199c58e4c388986,train
images__train__s1_auto_602c0e366b67559130433f04,train
images__train__s1_auto_605e7ab0ad3c5efe59011fa4,train
images__train__s1_auto_605ecba52073b4fdeb9f5dd0,train
images__train__s1_auto_60a7b76be485cd3269474be6,train
images__train__s1_auto_60a8fafc9da283b55d986c98,train
images__train__s1_auto_60df179de1ed394e0f4bbde4,train
images__train__s1_auto_614322c48a3cff27f44f4675,train
images__train__s1_auto_6163e0c3a1fb6cea492551ac,train
images__train__s1_auto_6172e97d3ce28771f6d5af01,train
images__train__s1_auto_617939979064d34813706ba3,train
images__train__s1_auto_619003da15f5ac99d901328b,train
images__train__s1_auto_629bfc6cd2ed4f9c7b82f2ec,train
images__train__s1_auto_62c0bb8517e1bca4e90411a4,train
images__train__s1_auto_62e19cc3d9dd6a39b3bceb6f,train
images__train__s1_auto_62e3b1976cc28f708b6918d1,train
images__train__s1_auto_632bc28f4bdadda18f08b81a,train
images__train__s1_auto_63346011d7d6174d1769157f,train
images__train__s1_auto_6369aaab807fe2ca1c22a362,train
images__train__s1_auto_63a234b8d4aa87e275b63298,train
images__train__s1_auto_63ad4e3c8a3e85adaedcc92f,train
images__train__s1_auto_63b7f14007f1c3c86df6aed1,train
images__train__s1_auto_63c7e78d01f30a79a8c13da8,train
images__train__s1_auto_63e70ac6bc0587bac2b9f084,train
images__train__s1_auto_640205e48c4a429b8189507b,train
images__train__s1_auto_64555a1bc2c000155d93a776,train
images__train__s1_auto_64e509687271dae6d8601a6c,train
images__train__s1_auto_655246e6881ed36b156676d7,train
images__train__s1_auto_655521b68b7bf4802a3beb1f,train
images__train__s1_auto_659365bbae06851b0f65a37c,train
images__train__s1_auto_65ab3dc1a6b9f079adb4d232,train
images__train__s1_auto_65ad0d9e74b156deb7a633d2,train
images__train__s1_auto_65d0311205cb0148871bc14d,train
images__train__s1_auto_662702fbc981aafeec03f668,train
images__train__s1_auto_664a48c049ede7d42cdfff23,train
images__train__s1_auto_66929a29ef863027208b10c9,train
images__train__s1_auto_669f8cb934ba2e1b88bb2ef6,train
images__train__s1_auto_66d0967f37e5ea0c2bf7b7cf,train
images__train__s1_auto_66e09502e9389f661069b74f,train
images__train__s1_auto_66ee2ec7203c89ef5f597bd2,train
images__train__s1_auto_66fcee770a26ddd36f3e07be,train
images__train__s1_auto_673fdbd026d2b96dab253bec,train
images__train__s1_auto_67ad9fa575a7c22e17909a57,train
images__train__s1_auto_67c718980ce7eaa04633e2ce,train
images__train__s1_auto_67c7db49224d99534977b06d,train
images__train__s1_auto_680c9532fa8ff241d0cf5759,train
images__train__s1_auto_6863c9db27faa9bfc4913715,train
images__train__s1_auto_68667718d0b471790918e512,train
images__train__s1_auto_6889e556aa97b6a4b1f875df,train
images__train__s1_auto_6891620a29ff87f80bc9d272,train
images__train__s1_auto_68923804f68d48485451c180,train
images__train__s1_auto_6898f82503ee989124834907,train
images__train__s1_auto_68ec582d0b28a01f915d4b1c,train
images__train__s1_auto_6965369e9afe99a63f881cdb,train
images__train__s1_auto_6968a20a715f300101d05cf9,train
images__train__s1_auto_698c070eaf47d2c10b91ef2e,train
images__train__s1_auto_699127da4cfff78edecdc3ca,train
images__train__s1_auto_699d8f370c22e1ca402480a8,train
images__train__s1_auto_69e3eb3a64d3bc7604d43678,train
images__train__s1_auto_6a099867eead361d97fdb3b9,train
images__train__s1_auto_6a365b7ddd8f84cfadf5bd37,train
images__train__s1_auto_6a6ae17deafa8110e6d77f2f,train
images__train__s1_auto_6a91f784efd6cfe3da997f50,train
images__train__s1_auto_6aaf0c781f2a5014fa36d933,train
images__train__s1_auto_6abdf24cc015525e821705ac,train
images__train__s1_auto_6b15ecbd7ccb778fb301aba8,train
images__train__s1_auto_6b17d3629a6bbb1b3e0584de,train
images__train__s1_auto_6b26ac61d896e5e4dc5b7326,train
images__train__s1_auto_6b4359db14dd0abb60f41530,train
images__train__s1_auto_6b7cf3e7b8e5f14b9233499c,train
images__train__s1_auto_6b83d92b3687e964d0cc296d,train
images__train__s1_auto_6b91f0da34581c5771126e3c,train
images__train__s1_auto_6bc977cee6746193aa16a634,train
images__train__s1_auto_6c356049404af458bb9d6636,train
images__train__s1_auto_6c956d344e0d806d50836184,train
images__train__s1_auto_6cd475d282a8b7af2970d9c7,train
images__train__s1_auto_6d03c90d9710977648d8cee8,train
images__train__s1_auto_6da24e4ee296569f1b8b2876,train
images__train__s1_auto_6da67aa90e0cf41bbc556d4d,train
images__train__s1_auto_6dae3acd2554e66e9bfd8040,train
images__train__s1_auto_6dc80f7cfd7a4377fe98ca41,train
images__train__s1_auto_6e4f603c60f2ccf904f3eafb,train
images__train__s1_auto_6ea4bfdaacf2c390a8be796c,train
images__train__s1_auto_6eb3025b8df825e1c101bc16,train
images__train__s1_auto_6efd5363a6474b1f96fdb6fa,train
images__train__s1_auto_6f09ede3fbc0b147bacc8825,train
images__train__s1_auto_6f1112ad3d7715c4b8285938,train
images__train__s1_auto_6f3100f437e75ebce138cc55,train
images__train__s1_auto_6f56a47e66afd9d98d8a338d,train
images__train__s1_auto_6f6e0fa5ddce048adb3606a4,train
images__train__s1_auto_6f7181c96e40fb87c891d1d0,train
images__train__s1_auto_6f911708043cd08f390ffd7c,train
images__train__s1_auto_6fe9447e9d13d1197de23ef4,train
images__train__s1_auto_70627e955e3138fa17978481,train
images__train__s1_auto_707e6c939fb4abfed55e763e,train
images__train__s1_auto_7082e020ade579e439ccf417,train
images__train__s1_auto_7091505a33ed2578e6800dd0,train
images__train__s1_auto_70cf27625f47d388ae067b2b,train
images__train__s1_auto_71499f73477a53a09ef7f444,train
images__train__s1_auto_71ad8ad935195d62f585434c,train
images__train__s1_auto_71de21690fe8759ecb7a32e8,train
images__train__s1_auto_720fd130bb4da3b6318eaf35,train
images__train__s1_auto_72271878395684af038b1f4e,train
images__train__s1_auto_7246453757065f58e1bd157a,train
images__train__s1_auto_72919129e8f255822e7ddf90,train
images__train__s1_auto_72954fafcbaaadc28fabf6eb,train
images__train__s1_auto_72bbd1862d83ca0c20a2ecdd,train
images__train__s1_auto_72ec8bcc2adbc4175daa997e,train
images__train__s1_auto_72f087420f5627a5fa900999,train
images__train__s1_auto_732977b41950129f9b9cb170,train
images__train__s1_auto_736153561fa7f22f78447558,train
images__train__s1_auto_736b224d9519b54506d5c755,train
images__train__s1_auto_738116893b3b481b95747816,train
images__train__s1_auto_73b798fd31cee148b1220067,train
images__train__s1_auto_73cf0bb1908e86a0491b34b0,train
images__train__s1_auto_7428ca2660ef40f79cf92d0f,train
images__train__s1_auto_7454ddbb9cc6a7340d049afe,train
images__train__s1_auto_746e773b4d38b497a2a724de,train
images__train__s1_auto_747bad445f6b285fb18b4246,train
images__train__s1_auto_74934b20e308dfd4f40fe576,train
images__train__s1_auto_74ce0d9dc9cf5d07c753c885,train
images__train__s1_auto_74d1b0d6a9350484c0b73600,train
images__train__s1_auto_74e8f4d778d02f7de8874c78,train
images__train__s1_auto_7512687fa02f315f1057d58e,train
images__train__s1_auto_75405fcad6a3f805cd02cca5,train
images__train__s1_auto_75479e298b70cc0657d3f920,train
images__train__s1_auto_754986f80b2b3dc1825b52f7,train
images__train__s1_auto_756ec73b12d67614e0f87b45,train
images__train__s1_auto_757214ea08824aff73f8cd65,train
images__train__s1_auto_758b1b5a94152c001f1f5043,train
images__train__s1_auto_75a12f9f4cf26350ef85bba8,train
images__train__s1_auto_75afa2f0bda06c32419b9f64,train
images__train__s1_auto_75e9ab1d65d23b663acbf0d6,train
images__train__s1_auto_75f9a086859d49a1d4f3c53a,train
images__train__s1_auto_76a5e6786e52b71ca01725cb,train
images__train__s1_auto_76c3d96b3fb444caeb42e0a1,train
images__train__s1_auto_76cc65418690b997d7457263,train
images__train__s1_auto_76e972561544e88c60daf4f5,train
images__train__s1_auto_77121eb5da57660f8060ed70,train
images__train__s1_auto_772f722635ec7419f9f972ba,train
images__train__s1_auto_7769c5d64aadd19b1b5eb7e8,train
images__train__s1_auto_77acb2b6d4a65bfcbccc7f55,train
images__train__s1_auto_781aa23c72eb94dfde9ad180,train
images__train__s1_auto_782cf3677ff3368ec77f9e7d,train
images__train__s1_auto_78c06ae5e3a059d0e76bf4cd,train
images__train__s1_auto_7919e9dde50242e203456454,train
images__train__s1_auto_7949825d7384e002cf3913e6,train
images__train__s1_auto_7962052051a4b028ec04cb17,train
images__train__s1_auto_79646d7d3fa72045fae99eac,train
images__train__s1_auto_79658b23bbfb83ef943e35a3,train
images__train__s1_auto_7980d6a4d14c38e9f7e540b3,train
images__train__s1_auto_799578b85bae3334d01b48dc,train
images__train__s1_auto_7997864c673bc2c4b5ce645d,train
images__train__s1_auto_79a6a69abdf7fb11173ac97e,train
images__train__s1_auto_79bda05479df604dc0a45a05,train
images__train__s1_auto_79dddb839bae88970f2fbaad,train
images__train__s1_auto_79ecf628146bc699e0361c5d,train
images__train__s1_auto_79f56beb96159f457b19d530,train
images__train__s1_auto_7a1968467e7551fde8eb8c8a,train
images__train__s1_auto_7a7de5243dbcc71203a32c22,train
images__train__s1_auto_7acf7ee2339e8332c4154412,train
images__train__s1_auto_7ad099da608f9dc3e21b5976,train
images__train__s1_auto_7ad89f52d2ce2e906f53c449,train
images__train__s1_auto_7afc78b3a3d1238141a97a8d,train
images__train__s1_auto_7b7a9d169fc2d004bd19a857,train
images__train__s1_auto_7ba023e5503c316101cf3b48,train
images__train__s1_auto_7bb5cbd57bb875d1879cf36b,train
images__train__s1_auto_7bbd35796bb877b6bca0d22e,train
images__train__s1_auto_7bec32dbffba3326467d6678,train
images__train__s1_auto_7bee64e4f5cb1d042eaf6302,train
images__train__s1_auto_7c302398c5aa39730d2d446a,train
images__train__s1_auto_7c94e8e331cf40d13fb3c322,train
images__train__s1_auto_7c9c51cc21bbf23482aa67e7,train
images__train__s1_auto_7cb4df3c6d6fea9cfac62178,train
images__train__s1_auto_7cbf7d1c11edf02f44e271e5,train
images__train__s1_auto_7d1e069739800975610160a2,train
images__train__s1_auto_7d2837fc29c3262b39e6550a,train
images__train__s1_auto_7d3521876f87d1ba8442b731,train
images__train__s1_auto_7d4bb5289e8e4d6052c3d8b2,train
images__train__s1_auto_7d4e61335a65dd55bef9769d,train
images__train__s1_auto_7da014da5bef9c735c2973f9,train
images__train__s1_auto_7dcb84f08d21da146819faec,train
images__train__s1_auto_7ddc6b4275cb238a22c34347,train
images__train__s1_auto_7ddc8c548e77515bc6bdc6a9,train
images__train__s1_auto_7ddd74ededb9b50b09de9e6b,train
images__train__s1_auto_7e17851987a9222da398caeb,train
images__train__s1_auto_7e184e71fc5face0b20d3af3,train
images__train__s1_auto_7e187652faa756d24b59f21a,train
images__train__s1_auto_7e191fef8b4cd286fb635cf9,train
images__train__s1_auto_7e72d8e75cb2a29910a4b6b4,train
images__train__s1_auto_7eaec504a67c32b2c61066e3,train
images__train__s1_auto_7eb5719dc7a61fa54d46e7f7,train
images__train__s1_auto_7ed4616d769324d0fd69da60,train
images__train__s1_auto_7ef08fab70ff06b154bf25f6,train
images__train__s1_auto_7f1773dbb8bb56b3fbc51551,train
images__train__s1_auto_7f229a7aaf075c9a1350dcb1,train
images__train__s1_auto_7f4acfd5b63a2d7eb58cb446,train
images__train__s1_auto_7f4ca0e2a1b2a57b64e7c3fc,train
images__train__s1_auto_7f7fd0d12cd8e7aa7dbc78d2,train
images__train__s1_auto_7fc989d1ed020a59b9357533,train
images__train__s1_auto_8016eb1878bf6e0563e9f9a4,train
images__train__s1_auto_806ad0b5d977d39437455546,train
images__train__s1_auto_807e9f4ebfc4d54e3673d273,train
