seg_stem,from,to
images__train__s2_supp_recybat24_0ccfdecde5af02071848,train,val
images__train__s2_supp_recybat24_0f4bc1ab571e451a78b6,train,val
images__train__s2_supp_recybat24_151a13cbf22f9265dca7,train,val
images__train__s2_supp_recybat24_188bd8742e1efcb98f02,train,val
images__train__s2_supp_recybat24_22a2439b12757e8e13d7,train,val
images__train__s2_supp_recybat24_22a9b138599801df3d6f,train,val
images__train__s2_supp_recybat24_34713e2eba8a2bf1f075,train,val
images__train__s2_supp_recybat24_3819303206c2042438af,train,val
images__train__s2_supp_recybat24_43066d5692191acc1074,train,val
images__train__s2_supp_recybat24_461c57ad811b751d287c,train,val
images__train__s2_supp_recybat24_4de9e6e495da10e136ab,train,val
images__train__s2_supp_recybat24_5cabcf7c94083526a010,train,val
images__train__s2_supp_recybat24_5f6aedbdd0a3b54f5333,train,val
images__train__s2_supp_recybat24_6a4fe3faff9d360f2c73,train,val
images__train__s2_supp_recybat24_70b7e5d17d4b5b0ab4ee,train,val
images__train__s2_supp_recybat24_776d64d7e0ba0523757d,train,val
images__train__s2_supp_recybat24_77e07cc55024154c2ff3,train,val
images__train__s2_supp_recybat24_87151c1485526c3f692c,train,val
images__train__s2_supp_recybat24_b5cf2dff3adbd3177b24,train,val
images__train__s2_supp_recybat24_bf908e7aab03e570868b,train,val
images__train__s2_supp_recybat24_c31a02c06f11055ba359,train,val
images__train__s2_supp_recybat24_c44fd240cc92871717a8,train,val
images__train__s2_supp_recybat24_cbe5d91b269ed6f882be,train,val
images__train__s2_supp_recybat24_dfb1b0c0e356ca364698,train,val
images__train__s2_supp_recybat24_eb99188c1de5bb23437f,train,val
images__train__s2_supp_recybat24_ec3d17501dfd9d7d9dd0,train,val
images__train__s2_supp_recybat24_f09a35bd0cdd82dfb871,train,val
images__train__s2_supp_recybat24_fb1e303ed409f87fa7e9,train,val
images__train__exp26_rfbat_cc198069fd737bd41e25da08,train,val
images__train__s1_auto_147dc6888ac14ddbce524088,train,val
images__train__exp26_gen_1ec30cf4a9daf8bf03c1e70a,train,val
images__train__exp26_gen_89a6da643ac5052c6dc5e544,train,val
images__train__exp26_gen_dc6dff0d10b4e16090923e1d,train,val
images__train__s1_auto_fd32b6219f0c705a299fdea0,train,val
images__train__exp26_gen_12bdcbfdfeeff98b6ce52ae9,train,val
images__train__exp26_gen_39ca175e7cb1ea4c941f3003,train,val
images__train__exp26_gen_46df07d75285b6420b677c66,train,val
images__train__s1_auto_8b3ee273a3b313f4771049d7,train,val
images__train__exp26_rfbat_18fa02e31bd0305b6a50af2e,train,val
images__train__exp26_rfbat_9c6fe874f2eed0ca082f9e30,train,val
images__train__exp26_rfbat_2c8bcd9b64a9e9bdc2061423,train,val
images__train__exp26_rfbat_63d800ccbe113d7340acb169,train,val
images__train__s1_auto_2fc814e82ead5909050d3680,train,val
images__train__s1_auto_fdecca9227b18d2e45a2aea2,train,val
images__train__exp26_gen_5046b910f1af4db21f6d315c,train,val
images__train__exp26_gen_b3132130224bfe2114c31d9c,train,val
images__train__exp26_gen_f3a31233163c0e6267c51531,train,val
images__train__exp26_rfbat_670bf0b6291eb7d011da055f,train,val
images__train__exp26_rfbat_b722ca16d234c5afd92ec1d2,train,val
images__train__exp26_rfbat_85ce587a19875555d1ebd4a9,train,val
images__train__exp26_rfbat_f5fdc9a8e8b04b8ccd768d97,train,val
images__train__s1_auto_334466b4324a8c80f3204ef4,train,val
images__train__s2_supp_recybat24_01dc795a474530ffe102,train,val
images__train__s2_supp_recybat24_0712cac6bd1f62a32b56,train,val
images__train__s2_supp_recybat24_1194636179c1d7016260,train,val
images__train__s2_supp_recybat24_15e50bcd6eb4dfb1f5af,train,val
images__train__s2_supp_recybat24_29b105129ca49cd363bc,train,val
images__train__s2_supp_recybat24_29da8d59d7aa655c9a87,train,val
images__train__s2_supp_recybat24_2dd2a0a2b0dd1cccac87,train,val
images__train__s2_supp_recybat24_30ab964cb786b4ccd15b,train,val
images__train__s2_supp_recybat24_345b2c9c62145508b99c,train,val
images__train__s2_supp_recybat24_373f2aaf3149606528a2,train,val
images__train__s2_supp_recybat24_3a862e1cd452bff920c9,train,val
images__train__s2_supp_recybat24_473de986786a64b5b685,train,val
images__train__s2_supp_recybat24_47e9cf7aee2bcec0ff69,train,val
images__train__s2_supp_recybat24_494e0e3097c643b546b0,train,val
images__train__s2_supp_recybat24_515540727d2096a708b7,train,val
images__train__s2_supp_recybat24_5831df1e5e7bc9e25e3a,train,val
images__train__s2_supp_recybat24_5e61b77a17f52f2715c4,train,val
images__train__s2_supp_recybat24_63d32a186a6154bcf48c,train,val
images__train__s2_supp_recybat24_64849196d186b086901f,train,val
images__train__s2_supp_recybat24_6793338c8b1ebfc506bd,train,val
images__train__s2_supp_recybat24_8b0522a4311dac7fbb0f,train,val
images__train__s2_supp_recybat24_a4adf67850b62fc26e15,train,val
images__train__s2_supp_recybat24_b0dca67325ba186b7745,train,val
images__train__s2_supp_recybat24_b16998f2c22e4b3fd832,train,val
images__train__s2_supp_recybat24_b77e4ccd5616a8f56103,train,val
images__train__s2_supp_recybat24_bd39c87f038d8c5266e2,train,val
images__train__s2_supp_recybat24_bd579ccbd4971dd4295b,train,val
images__train__s2_supp_recybat24_dfcd0581e1e424040b83,train,val
images__train__s2_supp_recybat24_e3034d91e7ed414fe964,train,val
images__train__s2_supp_recybat24_ef3d1cc5ce7b448fb76a,train,val
images__train__exp26_rfbat_9cc67f6a6e8adf35d6352d46,train,val
images__train__exp26_gen_520d6f9f6fd7d7249e634fcc,train,val
images__train__exp26_gen_6d98b1ba2fa5a19eba02d23f,train,val
images__train__exp26_gen_f55ad5fe1d933ff6120f98f9,train,val
images__train__s1_auto_351db74682fc65608b9c85d2,train,val
images__train__exp26_gen_1b181f4a3417a8b0dab12222,train,val
images__train__exp26_gen_4ba9b56b8c0a7b3e65652960,train,val
images__train__exp26_gen_4f3fb4f1b585923f68dca342,train,val
images__train__exp26_gen_5cf984228e40d10d091f7b41,train,val
images__train__exp26_gen_e227ca55ff6a69c35bb2b152,train,val
images__train__exp26_gen_efb87f7eeaa58bb655225577,train,val
images__train__exp26_gen_f4b1e7dc76a869e88e174233,train,val
images__train__exp26_gen_2f069b979ef2d108abac7a8e,train,val
images__train__exp26_gen_498b0c6b777d0458fc804819,train,val
images__train__exp26_gen_77acd4b7e818907eb6caf847,train,val
images__train__s1_auto_0a8e8cc22599dbdebff54c66,train,val
images__train__exp26_rfbat_d8c6890e759b4020ffd7933f,train,val
images__train__exp26_rfbat_2eef7ea0a5ed09d9c1401000,train,val
images__train__exp26_rfbat_a1b16cf7334ee9b28b159a0e,train,val
images__train__exp26_rfbat_ade36b015a68d4816b7d88b7,train,val
images__train__exp26_gen_36cbf1f19bbfbc9ccb1dfd6d,train,val
images__train__exp26_gen_7a8b3d953ac5c0819955b333,train,val
images__train__exp26_gen_b9f37d2b05d0b48c3aee8f57,train,val
images__train__exp26_rfbat_1ec5ae04663547e162165fc2,train,val
images__train__exp26_rfbat_d0198780190a4744ae8a1c6a,train,val
images__train__exp26_gen_04a6225dc2d1e353465e5893,train,val
images__train__exp26_gen_1b4bbc9f3816216bcbb4e27c,train,val
images__train__exp26_gen_7cb1f4404fdb1d3c49897d24,train,val
images__train__exp26_gen_f26084a0734f50812d22aaca,train,val
images__train__exp26_rfbat_61209d8c2acf2224b8184cdd,train,val
images__train__exp26_rfbat_6e684e4a737eb321b525a212,train,val
images__train__exp26_gen_58ec69bd239cae2ef6d165f6,train,val
images__train__exp26_gen_7f5e48d72367407c5dfb1cab,train,val
images__train__exp26_gen_8536b83241defb4e532650de,train,val
images__train__s1_auto_5bace179bdf6645cf637c6e3,train,val
images__train__exp26_rfbat_60be2a4eb4ca5837df126441,train,val
images__train__exp26_rfbat_f0ddfd20e36812f1380beae1,train,val
images__train__s3_taco_000060,train,val
images__train__exp26_gen_26b64ee3c4e9fed7196b3a6b,train,val
images__train__exp26_gen_6bef4ab95782ca1717f1584a,train,val
images__train__exp26_gen_acc7dbcd3872a62f943b09b0,train,val
images__train__exp26_rfbat_0b85ebed5b0056741ec80f26,train,val
images__train__exp26_rfbat_1a65b0f844981032dc8ff87c,train,val
images__train__exp26_rfbat_321a7ea713b14ee747b3345e,train,val
images__train__exp26_rfbat_453ddb49ea7ee16951340395,train,val
images__train__exp26_rfbat_8766757a035eededd38818ca,train,val
images__train__exp26_rfbat_e0580e4af5df2ed5729957a6,train,val
images__train__exp26_gen_1c0e14ea4d61cd93c58b594b,train,val
images__train__exp26_gen_3f4006e34fe977dd9c9f97b4,train,val
images__train__exp26_gen_da71a75c74d7e0edb49d72c5,train,val
images__train__s1_auto_e91e6a2dafe553ee25398241,train,val
images__train__exp26_rfbat_e85bbe315adb67ede39b301e,train,val
images__train__s1_auto_f15a41993238d854bf238045,train,val
images__train__exp26_gen_402f88b835ca0cbde6242523,train,val
images__train__exp26_gen_ce8f616842e1d76504361af7,train,val
images__train__exp26_gen_f4566fa3df0d4eb8e1660457,train,val
images__train__exp26_rfbat_541b8ee99ed547568b12a6cc,train,val
images__train__exp26_rfbat_a140e06e718ffd3f55f9a5e6,train,val
images__train__exp26_rfbat_3848a7f43648bc74fd9cc81c,train,val
images__train__exp26_rfbat_e5e8f7f01652259dd6efd85d,train,val
images__train__s1_auto_f2ed5245214526c0559a6be4,train,val
images__train__exp26_rfbat_223604a1d1157315ef6f390b,train,val
images__train__exp26_rfbat_313338efabaa33bd6585e5fc,train,val
images__train__exp26_rfbat_660c449eeaf9f0f0c623b5b6,train,val
images__train__exp26_rfbat_7eeeb14ae84a1a70f9c62f32,train,val
images__train__exp26_rfbat_98b3fa5898af47b8b39f1d3e,train,val
images__train__exp26_rfbat_a7c2412fd133d1c6f2977022,train,val
images__train__exp26_gen_637ca82f9a0ece370feb121f,train,val
images__train__exp26_gen_7ad5b19c9fbd890f48212a65,train,val
images__train__exp26_gen_871a0370ed890690f647593b,train,val
images__train__s1_auto_5692818f784fb74df362650d,train,val
images__train__exp26_rfbat_3987035170908a2780e3eaac,train,val
images__train__exp26_rfbat_5108f57d79fa835c56193893,train,val
images__train__exp26_rfbat_73d2e2463cdf9ce0d30b7247,train,val
images__train__exp26_rfbat_9274e706c4edfc1b9d9838d5,train,val
images__train__exp26_rfbat_00351bbd250717e59fbb34be,train,val
images__train__exp26_rfbat_8c566e52ff32a7ad95383f74,train,val
images__train__exp26_rfbat_01e7bfab3cf2c1df0670b41f,train,val
images__train__exp26_rfbat_1f9742a8db30eebda8829cd2,train,val
images__train__s1_auto_e83394d502b1285cef31514b,train,val
images__train__exp26_rfbat_34ea3ef1fffdc6002b00bbd3,train,val
images__train__exp26_rfbat_76563ae242595bbbc83ed7ca,train,val
images__train__exp26_rfbat_47462dd62e26f7eaa4b0a0f6,train,val
images__train__exp26_rfbat_b3094b83f65107266fe5cc9f,train,val
images__train__exp26_gen_66d97318b800475d8769337b,train,val
images__train__exp26_gen_91c783d28c023085907a808b,train,val
images__train__exp26_gen_9484b3cf9110a4b0912d61dd,train,val
images__train__exp26_gen_2adae3a0bd1c6c63563c4734,train,val
images__train__exp26_gen_8b7655821061a292fa4f1579,train,val
images__train__exp26_gen_bb04c7801a3f91005af3753a,train,val
images__train__exp26_gen_174056a1b41e42a248ccc2c4,train,val
images__train__exp26_gen_80a0a669072b38c8b00fa958,train,val
images__train__exp26_gen_a677cc7d7954ba923217be71,train,val
images__train__exp26_gen_0fa748cc05aef5da5f323a33,train,val
images__train__exp26_gen_4a78593397a2ec4480a074d5,train,val
images__train__exp26_gen_78622a47deed89d90b6a4676,train,val
images__train__exp26_gen_a0213e61c11c20f297d4de89,train,val
images__train__s1_auto_b8bd59c6e5dc096755c359e1,train,val
images__train__s1_auto_a340e1c39cffc7c7e74a9252,train,val
images__train__s1_auto_944a9bb93c2a5aaccd0842de,train,val
images__train__exp26_gen_80a49d5658eab0209a2e75ae,train,val
images__train__exp26_gen_a3a967af181d65643b7a9462,train,val
images__train__exp26_gen_a7a00d739aca8b1e12d90b04,train,val
images__train__s1_auto_1338f971fcfd589f74f3a0e0,train,val
images__train__exp26_gen_55862d06b1ad2f836e827ea3,train,val
images__train__exp26_gen_aa536615af761aace2d7742a,train,val
images__train__exp26_gen_da8fde1447f3b00621ba8076,train,val
images__train__s1_auto_98e18d8d66b31bb40f05e5c4,train,val
images__train__exp26_rfbat_009a2038695a10f8b5411031,train,val
images__train__exp26_rfbat_0700d4c3020cc9088bc6e73d,train,val
images__train__exp26_rfbat_cad588b345745e65917b1096,train,val
images__train__exp26_rfbat_ed8582d369b9be88b1a0bdbd,train,val
images__train__s1_auto_563036c29da71b2d070cc79d,train,val
images__train__exp26_gen_512b432316a08ca229c17589,train,val
images__train__exp26_gen_6b41cfdb69bacbfc497fe3c5,train,val
images__train__exp26_gen_d9434d2ff5035403f4b7475c,train,val
images__train__exp26_gen_f5ddfb118cf33c44e151ae87,train,val
images__train__s1_auto_918bb36d114f4baa81adf605,train,val
images__train__exp26_gen_6e10ccfeaedf69eca9815546,train,val
images__train__exp26_gen_87a3c5ff198a53834ec2649f,train,val
images__train__exp26_gen_9ad4787174595296a54912d5,train,val
images__train__s1_auto_5b0223727912b9f485c90c7e,train,val
images__train__s1_auto_124b3b227651329acc084cf3,train,val
images__train__exp26_rfbat_13a00279ad5e4394955a00d5,train,val
images__train__exp26_rfbat_fc330e008b0c3095f7b3bbfa,train,val
images__train__exp26_rfbat_16142dd72c552e5b96df3441,train,val
images__train__exp26_rfbat_5237a32423a70365fd7e053e,train,val
images__train__exp26_rfbat_bcafdb514dfd2335f0286cdb,train,val
images__train__exp26_rfbat_e9e45270c4d11481aaca68f0,train,val
images__train__exp26_rfbat_f81a5bed6d85821c6eb6d444,train,val
images__train__exp26_gen_081105c8cf0c6127f404b0da,train,val
images__train__exp26_gen_90bb27af02d8695977f991de,train,val
images__train__exp26_gen_94c9592d5c2f3328d754616c,train,val
images__train__exp26_gen_0e99ffa55bbaa70512a4dbdf,train,val
images__train__exp26_gen_778f1d60ecc32e02f581b9d0,train,val
images__train__exp26_gen_7c755a1d246f18dd48ecc1a9,train,val
images__train__exp26_rfbat_c47440e0cf94b9619e836ff8,train,val
images__train__exp26_rfbat_2c62f9ba3935e4e979f815be,train,val
images__train__exp26_rfbat_758316523535b0c081fa703e,train,val
images__train__exp26_gen_0a7ac192fb9694161d2ec2a6,train,val
images__train__exp26_gen_68d2a68e111dbd3f10ce3874,train,val
images__train__exp26_gen_89daf9a2a65f69378a4112e6,train,val
images__train__exp26_rfbat_24313297574dfa1206c16c02,train,val
images__train__exp26_rfbat_d831fa56e22e29c503adf078,train,val
images__train__exp26_rfbat_e494a7ae526330696058f3ef,train,val
images__train__exp26_rfbat_ea1e93c664e587e241d3f32e,train,val
images__train__exp26_rfbat_5fcfb0217d47304d028fbba0,train,val
images__train__exp26_rfbat_8b3b6b64b0cfe1f35eef18ff,train,val
images__train__exp26_rfbat_ec6b9ac2ea94d561a94269b0,train,val
images__train__exp26_rfbat_fcc56f056c137abb314ad452,train,val
images__train__exp26_gen_83a7c83037b08451d22e92e5,train,val
images__train__exp26_gen_91ca4422f54cbd1741c966f7,train,val
images__train__exp26_gen_b1639535f497c3167d916b78,train,val
images__train__s1_auto_64e509687271dae6d8601a6c,train,val
images__train__exp26_gen_2566776c01ee2935cb51b538,train,val
images__train__exp26_gen_b016a9b24317821891a71a96,train,val
images__train__exp26_gen_ffb4895acadd20685c562d83,train,val
images__train__s1_auto_6c956d344e0d806d50836184,train,val
images__train__s3_taco_000408,train,val
images__train__exp26_gen_281ac547add1fc56d3490e8d,train,val
images__train__exp26_gen_5dad531d88275ef9c4d136c9,train,val
images__train__exp26_gen_af00725f30d66f41a885f6fb,train,val
images__train__s1_auto_8b5ea87ea76e662f0ced963d,train,val
images__train__exp26_rfbat_0c88ceae7bd52875da879077,train,val
images__train__exp26_rfbat_67be21bc896e157f61e9950b,train,val
images__train__exp26_rfbat_78ada088b7db67fa53c5bf52,train,val
images__train__exp26_rfbat_9222675cc26e217a91945031,train,val
images__train__exp26_rfbat_9b9cd85a04bb5f409378e9dd,train,val
images__train__exp26_rfbat_ab7b3d1625c8b9012fc39d34,train,val
images__train__exp26_rfbat_152995e3f63f4032224ab0f2,train,val
images__train__exp26_rfbat_a80aa3d125dbcf58a9cc917f,train,val
images__train__exp26_rfbat_42b83a17e7a65a4b5dfe576e,train,val
images__train__exp26_rfbat_6dec5a79b080a24481136e6d,train,val
images__train__exp26_rfbat_1399e0a069793fe74b1a1c22,train,val
images__train__exp26_rfbat_323897f1bf23877692d01b1e,train,val
images__train__exp26_gen_7f66fa60b91c1774de0b848d,train,val
images__train__exp26_gen_92587f1f04e895662d64a638,train,val
images__train__exp26_gen_efca089a894ef556d7b5a74e,train,val
images__train__exp26_gen_4c183b7c0dfa014e1fa840cf,train,val
images__train__exp26_gen_a3d4688f4b5ba66bd4c21b17,train,val
images__train__exp26_gen_f26fa11b32bf7141a4194364,train,val
images__train__s1_auto_827190ac07fd0e7640c83271,train,val
images__train__exp26_rfbat_159236240bfa0fb41ed6ded2,train,val
images__train__exp26_rfbat_b2caf2e0f19fa0542172ae13,train,val
images__train__exp26_gen_149acb059a687e60da1a6697,train,val
images__train__exp26_gen_3015288ddd459913f4445c21,train,val
images__train__exp26_gen_3f99ac57733c2a62652bc2f2,train,val
images__train__exp26_gen_488c4ffcfebdb6321842b5ba,train,val
images__train__exp26_gen_61d085c33a1645c0b0009627,train,val
images__train__exp26_gen_81fe9319f13cc017d80d060d,train,val
images__train__s1_auto_0e6ce66a481e223eed989eb4,train,val
images__train__exp26_gen_6154e97218a8ee0ae16a9bb6,train,val
images__train__exp26_gen_8e72afefa74279eff0cec433,train,val
images__train__exp26_gen_91582c957953257308908909,train,val
images__train__exp26_gen_6937ffa287b0cb068830e53e,train,val
images__train__exp26_gen_b51803260cf5b2ac690c7a7c,train,val
images__train__exp26_gen_c3e664e5d48ead3e49fdef12,train,val
images__train__exp26_gen_ce7b3dce9ac926b89efed579,train,val
images__train__s1_auto_4107315bb5f544800c18ec19,train,val
images__train__exp26_gen_712c8b697a60d4816bddd5ac,train,val
images__train__exp26_gen_87f6eb421223b32823aebb4d,train,val
images__train__exp26_gen_c237ad57e6f24a43d56ad818,train,val
images__train__s3_taco_000652,train,val
images__train__exp26_gen_84e420ffaee591e7626e07f3,train,val
images__train__exp26_gen_8ce669b0dffb9908d0f7e44f,train,val
images__train__exp26_gen_fab1d4d96a0679e332a1ce97,train,val
images__train__s1_auto_323d7a7eaee21c79706d55c7,train,val
images__train__s1_auto_9d3a26900e11aaa8fa857b67,train,val
images__train__exp26_rfbat_6a98cb0c529101ab113d2271,train,val
images__train__exp26_rfbat_a871b530c71371ee8c1b3d87,train,val
images__train__exp26_rfbat_66d2a13795d333e31eb8ce11,train,val
images__train__exp26_rfbat_0bc89116192fbf896e081251,train,val
images__train__exp26_rfbat_43ba734a6a1ea8254e6ca1cf,train,val
images__train__exp26_gen_0e566b7dcc9b032ec9fada2b,train,val
images__train__exp26_gen_c353f442e5fbc20dd9b4a730,train,val
images__train__exp26_gen_f74a2a6c9cc85079b2562201,train,val
images__train__s1_auto_9a894e3a43d7290bc8632b01,train,val
images__train__exp26_rfbat_0e87f880ee31e43e64b6d634,train,val
images__train__exp26_rfbat_1fcd37c18864830413e7b30c,train,val
images__train__exp26_rfbat_3b4adda62b8a1e978180a96c,train,val
images__train__exp26_rfbat_41f8a09e0a06151f71d568ef,train,val
images__train__exp26_rfbat_46d42b30019f5d279189250e,train,val
images__train__exp26_rfbat_bbcf10418bc9d985318cc37d,train,val
images__train__exp26_rfbat_7b8c45dde29b81842483b0a1,train,val
images__train__exp26_rfbat_b11cfcab0101eb04256431ed,train,val
images__train__exp26_rfbat_abdafe9837612c355665aa11,train,val
